Census_Tract,County,State,State_Abbr,Resilience_Score,Health_Burden,Urban_Rural,Population_2010,Poverty_Rate,Median_Income,City,City_State
47141000302,Putnam County,Tennessee,TN,1.421,-0.12,Urban,6569,37.3,32195.0,Putnam,"Putnam, TN"
5119004400,Pulaski County,Arkansas,AR,1.421,0.019,Urban,1606,21.3,165556.0,Pulaski,"Pulaski, AR"
45045002604,Greenville County,South Carolina,SC,1.42,-0.215,Urban,5434,20.4,56515.0,Greenville,"Greenville, SC"
18063210607,Hendricks County,Indiana,IN,1.418,-0.222,Urban,4269,17.4,51207.0,Hendricks,"Hendricks, IN"
1043965700,Cullman County,Alabama,AL,1.417,0.457,Rural,2652,20.2,51477.0,Cullman,"Cullman, AL"
42059970600,Greene County,Pennsylvania,PA,1.417,-0.404,Urban,4176,20.1,57083.0,Greene,"Greene, PA"
26163584300,Wayne County,Michigan,MI,1.411,-0.244,Urban,1922,13.2,49773.0,Wayne,"Wayne, MI"
48201252200,Harris County,Texas,TX,1.411,-0.4,Urban,7944,6.0,60889.0,Houston,"Houston, TX"
55035000900,Eau Claire County,Wisconsin,WI,1.411,-0.618,Urban,4815,24.7,87417.0,Eau Claire,"Eau Claire, WI"
48441012300,Taylor County,Texas,TX,1.41,-0.307,Urban,4482,22.1,41852.0,Taylor,"Taylor, TX"
29043020204,Christian County,Missouri,MO,1.409,-0.255,Urban,4185,17.4,53427.0,Clarksville,"Clarksville, MO"
47157021125,Shelby County,Tennessee,TN,1.408,-0.106,Urban,4375,22.0,77656.0,Shelby,"Shelby, TN"
26065002901,Ingham County,Michigan,MI,1.407,-0.28,Urban,3076,15.3,53810.0,Lansing/East Lansing,"Lansing/East Lansing, MI"
39063000500,Hancock County,Ohio,OH,1.407,0.023,Urban,5106,16.6,51039.0,Hancock,"Hancock, OH"
48201540800,Harris County,Texas,TX,1.406,-0.397,Urban,7883,12.9,58931.0,Houston,"Houston, TX"
4013112513,Maricopa County,Arizona,AZ,1.405,-0.613,Urban,8131,16.8,49265.0,Phoenix,"Phoenix, AZ"
44009051504,Washington County,Rhode Island,RI,1.404,-0.635,Urban,4445,26.4,90292.0,Washington,"Washington, RI"
6037400604,Los Angeles County,California,CA,1.403,-0.812,Urban,2980,20.0,99191.0,Los Angeles,"Los Angeles, CA"
42117950600,Tioga County,Pennsylvania,PA,1.403,-0.373,Urban,6021,25.2,59722.0,Tioga,"Tioga, PA"
26065000600,Ingham County,Michigan,MI,1.398,-0.274,Urban,1649,31.2,43750.0,Lansing/East Lansing,"Lansing/East Lansing, MI"
31055006400,Douglas County,Nebraska,NE,1.398,-0.515,Urban,4895,20.2,65900.0,Douglas,"Douglas, NE"
48029181725,Bexar County,Texas,TX,1.396,-0.457,Urban,5411,12.7,49766.0,San Antonio,"San Antonio, TX"
55127000400,Walworth County,Wisconsin,WI,1.395,-0.573,Urban,3855,17.9,54018.0,Walworth,"Walworth, WI"
48113020400,Dallas County,Texas,TX,1.395,-0.424,Urban,5518,32.2,98566.0,Dallas,"Dallas, TX"
26077001502,Kalamazoo County,Michigan,MI,1.393,-0.267,Urban,4207,21.3,75717.0,Kalamazoo,"Kalamazoo, MI"
48273020300,Kleberg County,Texas,TX,1.393,-0.361,Urban,7271,37.4,43304.0,Kleberg,"Kleberg, TX"
48453002208,Travis County,Texas,TX,1.392,-0.291,Urban,7525,24.6,46667.0,Austin,"Austin, TX"
39049009430,Franklin County,Ohio,OH,1.392,0.027,Urban,7328,16.2,54179.0,Columbus,"Columbus, OH"
18097310305,Marion County,Indiana,IN,1.392,-0.193,Urban,6557,14.8,55329.0,Indianapolis,"Indianapolis, IN"
21151010701,Madison County,Kentucky,KY,1.392,-0.016,Urban,4203,21.1,73750.0,Madison,"Madison, KY"
55063000900,La Crosse County,Wisconsin,WI,1.391,-0.595,Urban,3742,15.9,50900.0,La Crosse,"La Crosse, WI"
51660000101,Harrisonburg city,Virginia,VA,1.39,-0.382,Urban,4345,18.0,45850.0,Harrisonburg city,"Harrisonburg city, VA"
25017333300,Middlesex County,Massachusetts,MA,1.39,-0.864,Urban,4063,5.8,86019.0,Middlesex,"Middlesex, MA"
6013329000,Contra Costa County,California,CA,1.388,-0.812,Urban,6309,2.2,91313.0,Contra Costa,"Contra Costa, CA"
34029723300,Ocean County,New Jersey,NJ,1.387,-0.645,Urban,6681,11.0,76363.0,Ocean,"Ocean, NJ"
23005003000,Cumberland County,Maine,ME,1.386,-0.543,Urban,6499,14.5,64058.0,Fayetteville,"Fayetteville, ME"
5045031003,Faulkner County,Arkansas,AR,1.384,0.013,Urban,2269,26.8,54167.0,Faulkner,"Faulkner, AR"
6037402402,Los Angeles County,California,CA,1.381,-0.799,Urban,7076,19.3,62957.0,Los Angeles,"Los Angeles, CA"
39049009410,Franklin County,Ohio,OH,1.38,0.033,Urban,2874,14.5,56087.0,Columbus,"Columbus, OH"
48121020503,Denton County,Texas,TX,1.378,-0.411,Urban,5726,22.3,62829.0,Denton,"Denton, TX"
34023007103,Middlesex County,New Jersey,NJ,1.378,-0.643,Urban,4559,13.2,59612.0,Middlesex,"Middlesex, NJ"
42031160102,Clarion County,Pennsylvania,PA,1.377,-0.391,Urban,5062,23.1,64246.0,Clarion,"Clarion, PA"
42101035702,Philadelphia County,Pennsylvania,PA,1.375,-0.363,Urban,4405,25.3,40795.0,Philadelphia,"Philadelphia, PA"
16001001700,Ada County,Idaho,ID,1.374,-0.609,Urban,5715,25.3,49911.0,Ada,"Ada, ID"
48201240702,Harris County,Texas,TX,1.373,-0.377,Urban,10524,14.4,55848.0,Houston,"Houston, TX"
22055000602,Lafayette Parish,Louisiana,LA,1.373,0.032,Urban,4288,24.9,72872.0,Lafayette Parish,"Lafayette Parish, LA"
8069001104,Larimer County,Colorado,CO,1.372,-1.165,Urban,5671,22.7,60655.0,Larimer,"Larimer, CO"
28163950100,Yazoo County,Mississippi,MS,1.369,0.556,Rural,7841,21.1,51776.0,Yazoo,"Yazoo, MS"
48341950200,Moore County,Texas,TX,1.369,0.001,Rural,6671,10.3,55875.0,Moore,"Moore, TX"
18097355900,Marion County,Indiana,IN,1.369,-0.179,Urban,2533,26.3,56184.0,Indianapolis,"Indianapolis, IN"
40125500500,Pottawatomie County,Oklahoma,OK,1.368,0.025,Urban,4335,23.3,46831.0,Pottawatomie,"Pottawatomie, OK"
22057020703,Lafourche Parish,Louisiana,LA,1.366,0.037,Urban,5143,20.1,108606.0,Lafourche Parish,"Lafourche Parish, LA"
4013112512,Maricopa County,Arizona,AZ,1.366,-0.589,Urban,1796,27.2,32036.0,Phoenix,"Phoenix, AZ"
13067030905,Cobb County,Georgia,GA,1.365,-0.334,Urban,7863,16.2,61793.0,Cobb,"Cobb, GA"
53033011300,King County,Washington,WA,1.363,-0.867,Urban,5984,5.7,69697.0,Seattle,"Seattle, WA"
48491021503,Williamson County,Texas,TX,1.362,-0.259,Urban,4198,14.7,63367.0,Williamson,"Williamson, TX"
1097003602,Mobile County,Alabama,AL,1.362,0.189,Urban,1532,35.5,39444.0,Mobile,"Mobile, AL"
1077010600,Lauderdale County,Alabama,AL,1.361,0.182,Urban,2740,35.4,39560.0,Lauderdale,"Lauderdale, AL"
39095002401,Lucas County,Ohio,OH,1.36,0.063,Urban,3759,43.6,43672.0,Lucas,"Lucas, OH"
40143002500,Tulsa County,Oklahoma,OK,1.36,0.037,Urban,3980,30.6,,Tulsa,"Tulsa, OK"
28057950300,Itawamba County,Mississippi,MS,1.359,0.2,Urban,3365,26.0,47237.0,Itawamba,"Itawamba, MS"
5027950400,Columbia County,Arkansas,AR,1.359,0.021,Urban,6495,24.0,60625.0,Columbia,"Columbia, AR"
6037201700,Los Angeles County,California,CA,1.358,-0.785,Urban,5093,22.4,66346.0,Los Angeles,"Los Angeles, CA"
22063040805,Livingston Parish,Louisiana,LA,1.358,0.045,Urban,5084,23.4,63494.0,Livingston Parish,"Livingston Parish, LA"
54039002100,Kanawha County,West Virginia,WV,1.357,0.385,Urban,4702,22.4,73813.0,Kanawha,"Kanawha, WV"
36071000100,Orange County,New York,NY,1.355,-0.546,Urban,3525,16.5,59737.0,Chapel Hill,"Chapel Hill, NY"
53033029205,King County,Washington,WA,1.355,-0.863,Urban,4602,6.2,78269.0,Seattle,"Seattle, WA"
29077005800,Greene County,Missouri,MO,1.354,-0.208,Urban,5314,38.6,41769.0,Greene,"Greene, MO"
53033025701,King County,Washington,WA,1.354,-0.862,Urban,5545,8.9,66526.0,Seattle,"Seattle, WA"
39113050303,Montgomery County,Ohio,OH,1.353,0.075,Urban,3932,26.9,42569.0,Montgomery,"Montgomery, OH"
4019003304,Pima County,Arizona,AZ,1.353,-0.579,Urban,3171,22.5,60231.0,Pima,"Pima, AZ"
13135050511,Gwinnett County,Georgia,GA,1.353,-0.3,Urban,10270,18.8,56875.0,Atlanta area,"Atlanta area, GA"
20173009301,Sedgwick County,Kansas,KS,1.352,-0.239,Urban,5847,9.1,52813.0,Sedgwick,"Sedgwick, KS"
53033026200,King County,Washington,WA,1.352,-0.86,Urban,4998,13.4,71228.0,Seattle,"Seattle, WA"
21029020701,Bullitt County,Kentucky,KY,1.35,-0.038,Urban,6134,17.5,57233.0,Bullitt,"Bullitt, KY"
6047000901,Merced County,California,CA,1.349,-0.455,Rural,3970,14.5,63750.0,Merced,"Merced, CA"
13089023113,DeKalb County,Georgia,GA,1.349,-0.316,Urban,3187,31.1,41991.0,DeKalb,"DeKalb, GA"
13121011900,Fulton County,Georgia,GA,1.348,-0.303,Urban,2934,35.3,31827.0,Atlanta,"Atlanta, GA"
6059076102,Orange County,California,CA,1.347,-0.77,Urban,7487,19.6,60625.0,Chapel Hill,"Chapel Hill, CA"
18053000800,Grant County,Indiana,IN,1.347,-0.184,Urban,6967,31.6,41386.0,Grant,"Grant, IN"
37133002400,Onslow County,North Carolina,NC,1.346,-0.313,Urban,6283,23.7,38818.0,Jacksonville,"Jacksonville, NC"
47125101202,Montgomery County,Tennessee,TN,1.343,-0.079,Urban,3767,19.5,49934.0,Montgomery,"Montgomery, TN"
24045010502,Wicomico County,Maryland,MD,1.343,-0.451,Urban,8875,26.9,45263.0,Wicomico,"Wicomico, MD"
32003003625,Clark County,Nevada,NV,1.339,-0.477,Urban,6727,22.8,58618.0,Clark,"Clark, NV"
21111009105,Jefferson County,Kentucky,KY,1.339,0.0,Urban,2985,7.7,51438.0,Jefferson,"Jefferson, KY"
6007000501,Butte County,California,CA,1.338,-0.785,Urban,4333,23.5,95286.0,Butte,"Butte, CA"
21117065600,Kenton County,Kentucky,KY,1.338,0.003,Urban,6263,20.2,59453.0,Kenton,"Kenton, KY"
42095011300,Northampton County,Pennsylvania,PA,1.337,-0.343,Urban,4061,23.2,47606.0,Northampton,"Northampton, PA"
5007021101,Benton County,Arkansas,AR,1.337,0.026,Urban,4551,23.0,55127.0,Benton,"Benton, AR"
25011040800,Franklin County,Massachusetts,MA,1.337,-0.835,Urban,5180,10.6,70625.0,Columbus,"Columbus, MA"
34037371600,Sussex County,New Jersey,NJ,1.336,-0.612,Urban,3019,8.6,64630.0,Sussex,"Sussex, NJ"
29201781000,Scott County,Missouri,MO,1.335,0.172,Rural,3935,14.4,51935.0,Scott,"Scott, MO"
26077002005,Kalamazoo County,Michigan,MI,1.335,-0.232,Urban,4134,20.4,95543.0,Kalamazoo,"Kalamazoo, MI"
29077003002,Greene County,Missouri,MO,1.335,-0.197,Urban,5057,26.1,45552.0,Greene,"Greene, MO"
6085504602,Santa Clara County,California,CA,1.334,-0.752,Urban,2144,3.5,93681.0,Santa Clara,"Santa Clara, CA"
13059150300,Clarke County,Georgia,GA,1.334,-0.318,Urban,3302,21.8,113301.0,Athens,"Athens, GA"
42091205700,Montgomery County,Pennsylvania,PA,1.33,-0.34,Urban,4554,13.4,68594.0,Montgomery,"Montgomery, PA"
6065030101,Riverside County,California,CA,1.329,-0.757,Urban,1226,17.3,59476.0,Riverside,"Riverside, CA"
45019003115,Charleston County,South Carolina,SC,1.328,-0.17,Urban,7113,31.0,38370.0,Charleston,"Charleston, SC"
48041002014,Brazos County,Texas,TX,1.323,-0.409,Urban,1768,54.8,118750.0,College Station,"College Station, TX"
47037017200,Davidson County,Tennessee,TN,1.323,-0.101,Urban,1335,27.5,39000.0,Nashville,"Nashville, TN"
39027964700,Clinton County,Ohio,OH,1.322,0.06,Urban,5569,12.9,47727.0,Clinton,"Clinton, OH"
6073018609,San Diego County,California,CA,1.319,-0.748,Urban,6133,11.0,64985.0,San Diego,"San Diego, CA"
27037060805,Dakota County,Minnesota,MN,1.318,-0.735,Urban,3261,20.1,88258.0,Dakota,"Dakota, MN"
20045000100,Douglas County,Kansas,KS,1.318,-0.268,Urban,2847,16.3,59632.0,Douglas,"Douglas, KS"
46103011500,Pennington County,South Dakota,SD,1.318,-0.45,Urban,744,26.3,22453.0,Pennington,"Pennington, SD"
27137002000,St. Louis County,Minnesota,MN,1.317,-0.696,Urban,1225,20.8,66364.0,St. Louis,"St. Louis, MN"
26065004902,Ingham County,Michigan,MI,1.316,-0.225,Urban,3743,35.9,107600.0,Lansing/East Lansing,"Lansing/East Lansing, MI"
5069000502,Jefferson County,Arkansas,AR,1.315,0.063,Urban,3732,23.0,43000.0,Jefferson,"Jefferson, AR"
47089070300,Jefferson County,Tennessee,TN,1.314,-0.076,Urban,7239,21.5,50338.0,Jefferson,"Jefferson, TN"
53033030901,King County,Washington,WA,1.313,-0.838,Urban,3606,7.7,71607.0,Seattle,"Seattle, WA"
29095004300,Jackson County,Missouri,MO,1.313,-0.178,Urban,2168,23.5,71346.0,Jackson,"Jackson, MO"
13217100800,Newton County,Georgia,GA,1.313,0.077,Rural,9687,17.7,53043.0,Newton,"Newton, GA"
13067030412,Cobb County,Georgia,GA,1.312,-0.302,Urban,3776,29.5,46369.0,Cobb,"Cobb, GA"
32031002704,Washoe County,Nevada,NV,1.31,-0.45,Urban,4716,17.7,49409.0,Washoe,"Washoe, NV"
37179020306,Union County,North Carolina,NC,1.31,-0.273,Urban,6683,24.4,67820.0,Union,"Union, NC"
48437950200,Swisher County,Texas,TX,1.309,0.074,Rural,2016,15.3,53152.0,Swisher,"Swisher, TX"
48113013010,Dallas County,Texas,TX,1.308,-0.373,Urban,4388,22.4,37024.0,Dallas,"Dallas, TX"
37179020701,Union County,North Carolina,NC,1.308,-0.272,Urban,5383,24.2,52039.0,Union,"Union, NC"
37049961302,Craven County,North Carolina,NC,1.305,-0.32,Urban,5673,18.9,47160.0,Craven,"Craven, NC"
55015020304,Calumet County,Wisconsin,WI,1.304,-0.562,Urban,3827,7.5,63385.0,Calumet,"Calumet, WI"
21021930300,Boyle County,Kentucky,KY,1.303,-0.013,Urban,3223,29.2,36000.0,Boyle,"Boyle, KY"
4017960500,Navajo County,Arizona,AZ,1.301,-0.228,Rural,4144,24.4,53640.0,Navajo,"Navajo, AZ"
45079011303,Richland County,South Carolina,SC,1.295,-0.128,Urban,4919,9.7,51005.0,Richland,"Richland, SC"
37081011904,Guilford County,North Carolina,NC,1.294,-0.302,Urban,4265,15.0,45000.0,Guilford,"Guilford, NC"
1081041700,Lee County,Alabama,AL,1.291,0.226,Urban,8528,9.3,51566.0,Auburn,"Auburn, AL"
40143001800,Tulsa County,Oklahoma,OK,1.29,0.079,Urban,1899,21.3,55391.0,Tulsa,"Tulsa, OK"
9009345300,New Haven County,Connecticut,CT,1.29,-0.623,Urban,6455,4.6,75428.0,New Haven,"New Haven, CT"
34035050500,Somerset County,New Jersey,NJ,1.29,-0.585,Urban,3204,8.5,66858.0,Somerset,"Somerset, NJ"
39025041102,Clermont County,Ohio,OH,1.29,0.078,Urban,4656,26.3,56667.0,Clermont,"Clermont, OH"
20045000200,Douglas County,Kansas,KS,1.288,-0.251,Urban,6819,29.4,66101.0,Douglas,"Douglas, KS"
48113018141,Dallas County,Texas,TX,1.287,-0.36,Urban,3830,22.4,41052.0,Dallas,"Dallas, TX"
29510118100,St. Louis city,Missouri,MO,1.287,-0.002,Urban,1324,24.1,41964.0,St. Louis city,"St. Louis city, MO"
28035010300,Forrest County,Mississippi,MS,1.286,0.235,Urban,3510,7.3,46313.0,Forrest,"Forrest, MS"
13051004209,Chatham County,Georgia,GA,1.285,-0.292,Urban,3175,21.6,43672.0,Chatham,"Chatham, GA"
17197882702,Will County,Illinois,IL,1.283,-0.373,Urban,3075,18.2,66029.0,Will,"Will, IL"
1089010301,Madison County,Alabama,AL,1.281,0.235,Urban,8125,11.2,54274.0,Madison,"Madison, AL"
42027011100,Centre County,Pennsylvania,PA,1.281,-0.336,Urban,6187,5.8,60438.0,State College,"State College, PA"
8041004511,El Paso County,Colorado,CO,1.281,-0.8,Rural,6897,11.4,66610.0,El Paso,"El Paso, CO"
37093970101,Hoke County,North Carolina,NC,1.28,-0.288,Urban,8327,22.1,53179.0,Hoke,"Hoke, NC"
26103000700,Marquette County,Michigan,MI,1.28,-0.189,Urban,3462,22.0,65592.0,Marquette,"Marquette, MI"
1101005410,Montgomery County,Alabama,AL,1.279,0.24,Urban,4933,38.0,53500.0,Montgomery,"Montgomery, AL"
26081010200,Kent County,Michigan,MI,1.279,-0.197,Urban,4137,19.7,55264.0,Kent,"Kent, MI"
27053025100,Hennepin County,Minnesota,MN,1.279,-0.706,Urban,2570,5.0,70750.0,Hennepin,"Hennepin, MN"
37133001102,Onslow County,North Carolina,NC,1.277,-0.271,Urban,4570,8.9,44458.0,Jacksonville,"Jacksonville, NC"
29047020603,Clay County,Missouri,MO,1.277,-0.174,Urban,3492,7.1,55323.0,Clay,"Clay, MO"
48201532501,Harris County,Texas,TX,1.277,-0.319,Urban,8895,12.0,60118.0,Houston,"Houston, TX"
10003014000,New Castle County,Delaware,DE,1.276,-0.242,Urban,5276,15.3,56707.0,New Castle,"New Castle, DE"
47091956100,Johnson County,Tennessee,TN,1.275,0.269,Rural,4161,19.4,43792.0,Johnson,"Johnson, TN"
48367140101,Parker County,Texas,TX,1.275,-0.254,Urban,4178,13.5,56477.0,Parker,"Parker, TX"
18141010400,St. Joseph County,Indiana,IN,1.275,-0.106,Urban,3287,14.2,53108.0,St. Joseph,"St. Joseph, IN"
6013317000,Contra Costa County,California,CA,1.274,-0.744,Urban,2144,10.1,81250.0,Contra Costa,"Contra Costa, CA"
53033032103,King County,Washington,WA,1.272,-0.812,Urban,4280,15.1,77244.0,Seattle,"Seattle, WA"
51153901602,Prince William County,Virginia,VA,1.271,-0.507,Urban,7539,8.7,75536.0,Prince William,"Prince William, VA"
22003950100,Allen Parish,Louisiana,LA,1.271,0.395,Rural,5115,14.6,47206.0,Allen Parish,"Allen Parish, LA"
35049000800,Santa Fe County,New Mexico,NM,1.27,-0.4,Urban,2987,25.5,86852.0,Santa Fe,"Santa Fe, NM"
37133002202,Onslow County,North Carolina,NC,1.27,-0.267,Urban,5081,25.2,39333.0,Jacksonville,"Jacksonville, NC"
21151011302,Madison County,Kentucky,KY,1.269,0.057,Urban,4619,22.1,56655.0,Madison,"Madison, KY"
13029920303,Bryan County,Georgia,GA,1.267,-0.29,Urban,5140,21.3,54773.0,Bryan,"Bryan, GA"
48439100602,Tarrant County,Texas,TX,1.266,-0.221,Urban,3759,10.3,60868.0,Fort Worth,"Fort Worth, TX"
1055010401,Etowah County,Alabama,AL,1.266,0.23,Urban,3471,23.6,46085.0,Etowah,"Etowah, AL"
1089002502,Madison County,Alabama,AL,1.265,0.244,Urban,3082,31.5,39583.0,Madison,"Madison, AL"
51700032124,Newport News city,Virginia,VA,1.265,-0.293,Urban,3874,8.4,66250.0,Newport News city,"Newport News city, VA"
49005001001,Cache County,Utah,UT,1.265,-0.95,Urban,3026,12.6,59853.0,Cache,"Cache, UT"
48029181716,Bexar County,Texas,TX,1.262,-0.377,Urban,7342,10.1,48354.0,San Antonio,"San Antonio, TX"
26081000100,Kent County,Michigan,MI,1.262,-0.187,Urban,2213,10.5,53611.0,Kent,"Kent, MI"
29095013410,Jackson County,Missouri,MO,1.261,-0.146,Urban,3438,13.3,48229.0,Jackson,"Jackson, MO"
24510272003,Baltimore city,Maryland,MD,1.26,-0.222,Urban,5817,10.7,77813.0,Baltimore city,"Baltimore city, MD"
22061960300,Lincoln Parish,Louisiana,LA,1.26,0.102,Urban,5445,37.3,26645.0,Lincoln Parish,"Lincoln Parish, LA"
48113010000,Dallas County,Texas,TX,1.259,-0.343,Urban,11780,20.5,70227.0,Dallas,"Dallas, TX"
5143010200,Washington County,Arkansas,AR,1.259,0.125,Urban,6832,26.7,46875.0,Washington,"Washington, AR"
48027021201,Bell County,Texas,TX,1.258,-0.375,Urban,3021,8.2,56098.0,Killeen/Fort Hood,"Killeen/Fort Hood, TX"
22055001903,Lafayette Parish,Louisiana,LA,1.257,0.102,Urban,6219,17.3,44500.0,Lafayette Parish,"Lafayette Parish, LA"
4013111700,Maricopa County,Arizona,AZ,1.257,-0.525,Urban,5647,24.2,72689.0,Phoenix,"Phoenix, AZ"
53033025601,King County,Washington,WA,1.257,-0.804,Urban,4941,6.7,79663.0,Seattle,"Seattle, WA"
6097153200,Sonoma County,California,CA,1.255,-0.701,Urban,7522,10.6,65612.0,Sonoma,"Sonoma, CA"
36027220100,Dutchess County,New York,NY,1.255,-0.503,Urban,6011,17.3,56127.0,Dutchess,"Dutchess, NY"
9001211200,Fairfield County,Connecticut,CT,1.255,-0.605,Urban,6046,12.0,84861.0,Fairfield,"Fairfield, CT"
26155030600,Shiawassee County,Michigan,MI,1.254,-0.154,Urban,1896,30.9,37019.0,Shiawassee,"Shiawassee, MI"
26065006500,Ingham County,Michigan,MI,1.252,-0.188,Urban,3425,30.2,41771.0,Lansing/East Lansing,"Lansing/East Lansing, MI"
5131000700,Sebastian County,Arkansas,AR,1.252,0.125,Urban,6240,40.2,37115.0,Sebastian,"Sebastian, AR"
39095008700,Lucas County,Ohio,OH,1.251,0.128,Urban,8135,21.9,65400.0,Lucas,"Lucas, OH"
48303001708,Lubbock County,Texas,TX,1.251,-0.265,Urban,2406,19.0,38804.0,Lubbock,"Lubbock, TX"
29097010300,Jasper County,Missouri,MO,1.251,-0.139,Urban,6746,26.3,59133.0,Jasper,"Jasper, MO"
25017341902,Middlesex County,Massachusetts,MA,1.25,-0.781,Urban,8120,17.0,84522.0,Middlesex,"Middlesex, MA"
22055001902,Lafayette Parish,Louisiana,LA,1.249,0.106,Urban,7152,22.0,62946.0,Lafayette Parish,"Lafayette Parish, LA"
6107002203,Tulare County,California,CA,1.249,-0.693,Urban,4363,10.1,58852.0,Tulare,"Tulare, CA"
5143010302,Washington County,Arkansas,AR,1.248,0.132,Urban,13557,16.5,52195.0,Washington,"Washington, AR"
6013380000,Contra Costa County,California,CA,1.247,-0.728,Urban,5706,9.6,75156.0,Contra Costa,"Contra Costa, CA"
22003950200,Allen Parish,Louisiana,LA,1.247,0.088,Urban,5326,29.6,50417.0,Allen Parish,"Allen Parish, LA"
51710000201,Norfolk city,Virginia,VA,1.246,-0.277,Urban,2742,11.8,55625.0,Norfolk,"Norfolk, VA"
35001004735,Bernalillo County,New Mexico,NM,1.245,-0.404,Urban,2239,18.7,39250.0,Bernalillo,"Bernalillo, NM"
13135050320,Gwinnett County,Georgia,GA,1.243,-0.235,Urban,5598,18.2,37969.0,Atlanta area,"Atlanta area, GA"
28035010600,Forrest County,Mississippi,MS,1.242,0.583,Rural,8006,26.9,54480.0,Forrest,"Forrest, MS"
51700032123,Newport News city,Virginia,VA,1.241,-0.278,Urban,5680,12.8,63618.0,Newport News city,"Newport News city, VA"
18097380402,Marion County,Indiana,IN,1.24,-0.102,Urban,4604,24.3,47022.0,Indianapolis,"Indianapolis, IN"
25017321300,Middlesex County,Massachusetts,MA,1.238,-0.774,Urban,7497,4.8,81458.0,Middlesex,"Middlesex, MA"
48091310502,Comal County,Texas,TX,1.238,-0.339,Urban,4443,13.5,55337.0,Comal,"Comal, TX"
4013060903,Maricopa County,Arizona,AZ,1.237,-0.513,Urban,4983,20.1,47440.0,Phoenix,"Phoenix, AZ"
47179060502,Washington County,Tennessee,TN,1.236,0.005,Urban,5992,23.5,60683.0,Washington,"Washington, TN"
28143950100,Tunica County,Mississippi,MS,1.234,0.629,Rural,6044,12.0,42881.0,Tunica,"Tunica, MS"
55059000300,Kenosha County,Wisconsin,WI,1.234,-0.503,Urban,4973,24.7,46583.0,Kenosha,"Kenosha, WI"
48113000406,Dallas County,Texas,TX,1.233,-0.327,Urban,7200,15.5,57259.0,Dallas,"Dallas, TX"
27145011301,Stearns County,Minnesota,MN,1.232,-0.643,Urban,7846,21.7,66387.0,Stearns,"Stearns, MN"
4013523102,Maricopa County,Arizona,AZ,1.231,-0.508,Urban,5327,31.5,45661.0,Phoenix,"Phoenix, AZ"
47189030600,Wilson County,Tennessee,TN,1.23,0.013,Urban,4041,16.4,53750.0,Wilson,"Wilson, TN"
18097354500,Marion County,Indiana,IN,1.229,-0.096,Urban,2549,26.7,64063.0,Indianapolis,"Indianapolis, IN"
8031004403,Denver County,Colorado,CO,1.228,-1.094,Urban,4213,11.9,63750.0,Denver,"Denver, CO"
54057010600,Mineral County,West Virginia,WV,1.228,0.469,Urban,5203,17.8,46069.0,Mineral,"Mineral, WV"
48201980100,Harris County,Texas,TX,1.228,-0.29,Urban,603,40.0,31818.0,Houston,"Houston, TX"
47037019109,Davidson County,Tennessee,TN,1.227,-0.044,Urban,4692,20.6,52653.0,Nashville,"Nashville, TN"
18157000100,Tippecanoe County,Indiana,IN,1.226,-0.071,Urban,2836,15.8,43724.0,Lafayette/West Lafayette,"Lafayette/West Lafayette, IN"
26163564900,Wayne County,Michigan,MI,1.226,-0.134,Urban,2086,13.9,36442.0,Wayne,"Wayne, MI"
17031806104,Cook County,Illinois,IL,1.226,-0.403,Urban,4206,16.6,52212.0,Cook,"Cook, IL"
35001004738,Bernalillo County,New Mexico,NM,1.223,-0.39,Urban,5350,17.6,47957.0,Bernalillo,"Bernalillo, NM"
22115950800,Vernon Parish,Louisiana,LA,1.221,0.468,Rural,4796,21.0,53510.0,Vernon Parish,"Vernon Parish, LA"
32031002707,Washoe County,Nevada,NV,1.219,-0.395,Urban,4628,13.6,54228.0,Washoe,"Washoe, NV"
37183054112,Wake County,North Carolina,NC,1.218,-0.217,Urban,2931,8.2,66042.0,Raleigh,"Raleigh, NC"
26077002905,Kalamazoo County,Michigan,MI,1.218,-0.162,Urban,7609,11.0,55291.0,Kalamazoo,"Kalamazoo, MI"
48141010345,El Paso County,Texas,TX,1.218,-0.307,Urban,6959,25.9,57292.0,El Paso,"El Paso, TX"
40109107212,Oklahoma County,Oklahoma,OK,1.216,0.11,Urban,6062,16.0,48264.0,Oklahoma,"Oklahoma, OK"
34025805001,Monmouth County,New Jersey,NJ,1.214,-0.544,Urban,5004,10.4,52738.0,Monmouth,"Monmouth, NJ"
21111011712,Jefferson County,Kentucky,KY,1.211,0.077,Urban,4161,13.0,56042.0,Jefferson,"Jefferson, KY"
39147963300,Seneca County,Ohio,OH,1.209,0.174,Urban,3900,18.7,52917.0,Seneca,"Seneca, OH"
31153010614,Sarpy County,Nebraska,NE,1.208,-0.364,Urban,5076,9.1,58287.0,Sarpy,"Sarpy, NE"
17077010800,Jackson County,Illinois,IL,1.208,-0.375,Urban,3910,29.1,49643.0,Jackson,"Jackson, IL"
24033807407,Prince George's County,Maryland,MD,1.206,-0.374,Urban,6260,6.8,87380.0,Prince George's,"Prince George's, MD"
26163586200,Wayne County,Michigan,MI,1.206,-0.122,Urban,6684,16.2,53594.0,Wayne,"Wayne, MI"
1051031000,Elmore County,Alabama,AL,1.205,0.265,Urban,6516,25.1,58750.0,Elmore,"Elmore, AL"
24033807404,Prince George's County,Maryland,MD,1.204,-0.373,Urban,4977,8.5,93882.0,Prince George's,"Prince George's, MD"
