Census_Tract,County,State,State_Abbr,Resilience_Score,Health_Burden,Urban_Rural,Population_2010,Poverty_Rate,Median_Income,GEOID,latitude,longitude
6073009603,San Diego County,California,CA,1.727,-0.992,Urban,4533,16.9,68370.0,06073009603,32.7846744,-117.1060347
29019001503,Boone County,Missouri,MO,1.726,-0.454,Urban,4023,25.5,48031.0,29019001503,39.0147938,-92.2998125
28115950200,Pontotoc County,Mississippi,MS,1.726,0.325,Rural,4637,21.7,60957.0,28115950200,34.307959,-89.161401
5143011103,Washington County,Arkansas,AR,1.725,0.168,Rural,4012,9.6,52373.0,05143011103,35.8794355,-94.053418
51830370100,Williamsburg city,Virginia,VA,1.721,-0.515,Urban,4138,20.1,127875.0,51830370100,37.2621212,-76.7010384
47179060600,Washington County,Tennessee,TN,1.719,-0.283,Urban,7045,31.7,57857.0,47179060600,36.2797495,-82.354418
46027965700,Clay County,South Dakota,SD,1.718,-0.718,Urban,5243,23.0,93914.0,46027965700,42.7672504,-96.92432
51059461902,Fairfax County,Virginia,VA,1.717,-0.81,Urban,1775,23.1,38077.0,51059461902,38.8680135,-77.306651
37081016102,Guilford County,North Carolina,NC,1.716,-0.554,Urban,3930,22.9,44737.0,37081016102,36.0827471,-79.8995787
47019070900,Carter County,Tennessee,TN,1.715,-0.342,Urban,3399,20.9,62339.0,47019070900,36.3052931,-82.2908044
13135050314,Gwinnett County,Georgia,GA,1.711,-0.514,Urban,9577,13.5,53689.0,13135050314,33.9590072,-84.1666354
30049000800,Lewis and Clark County,Montana,MT,1.71,-0.869,Urban,4305,20.2,81089.0,30049000800,46.5473873,-112.0846543
39049010300,Franklin County,Ohio,OH,1.709,-0.163,Urban,2801,22.1,38088.0,39049010300,39.8163001,-82.9227072
40083600600,Logan County,Oklahoma,OK,1.708,0.128,Rural,4338,17.9,49183.0,40083600600,35.8488195,-97.237254
4013318900,Maricopa County,Arizona,AZ,1.707,-0.793,Urban,6254,24.9,49932.0,04013318900,33.4146651,-111.952179
28137950302,Tate County,Mississippi,MS,1.707,0.345,Rural,6069,21.9,68240.0,28137950302,34.5983959,-90.0952087
46099010600,Minnehaha County,South Dakota,SD,1.706,-0.684,Urban,5306,14.2,62620.0,46099010600,43.5269123,-96.745258
13135050423,Gwinnett County,Georgia,GA,1.705,-0.511,Urban,6967,7.9,58276.0,13135050423,33.924414,-84.1337263
54037972702,Jefferson County,West Virginia,WV,1.704,0.177,Urban,4015,8.4,76500.0,54037972702,39.195229,-77.8121504
39133601300,Portage County,Ohio,OH,1.704,-0.127,Urban,6899,20.7,69800.0,39133601300,41.1673886,-81.36631
22079011600,Rapides Parish,Louisiana,LA,1.703,-0.155,Urban,2455,20.2,62423.0,22079011600,31.3405911,-92.4202397
18097390800,Marion County,Indiana,IN,1.701,-0.378,Urban,4069,9.9,57005.0,18097390800,39.7045283,-86.2947894
32031001501,Washoe County,Nevada,NV,1.697,-0.681,Urban,4444,21.5,61118.0,32031001501,39.5574664,-119.8110185
26125193500,Oakland County,Michigan,MI,1.697,-0.43,Urban,2715,21.1,51250.0,26125193500,42.6642641,-83.1078968
42071013602,Lancaster County,Pennsylvania,PA,1.696,-0.567,Urban,5565,26.6,65583.0,42071013602,39.9951472,-76.3604394
5071951900,Johnson County,Arkansas,AR,1.693,-0.161,Urban,3560,11.6,45217.0,05071951900,35.4951846,-93.4967241
51683910202,Manassas city,Virginia,VA,1.689,-0.551,Urban,7678,9.4,78750.0,51683910202,38.7735779,-77.476131
16057005300,Latah County,Idaho,ID,1.683,-0.771,Urban,6461,26.3,65103.0,16057005300,46.7055632,-116.9132097
56001963100,Albany County,Wyoming,WY,1.682,-0.992,Urban,7020,21.3,105400.0,56001963100,41.3280884,-105.5610334
55025002602,Dane County,Wisconsin,WI,1.68,-0.783,Urban,5576,12.3,68026.0,55025002602,43.1382579,-89.3135516
54037972402,Jefferson County,West Virginia,WV,1.679,0.193,Urban,4061,9.0,75938.0,54037972402,39.324099,-77.8757748
31109002900,Lancaster County,Nebraska,NE,1.678,-0.662,Urban,4968,16.3,57750.0,31109002900,40.8696972,-96.6482338
6067007105,Sacramento County,California,CA,1.678,-0.964,Urban,6725,20.0,90889.0,06067007105,38.6775795,-121.500568
19013002301,Black Hawk County,Iowa,IA,1.676,-0.689,Urban,2248,22.2,69792.0,19013002301,42.5177499,-92.4421021
6007001100,Butte County,California,CA,1.672,-0.984,Urban,4572,46.3,49337.0,06007001100,39.711661,-121.8514478
48201340100,Harris County,Texas,TX,1.669,-0.554,Urban,4618,9.3,58986.0,48201340100,29.5940423,-95.1839995
48201541800,Harris County,Texas,TX,1.668,-0.553,Urban,5762,18.4,58155.0,48201541800,29.7959432,-95.7037084
9011870300,New London County,Connecticut,CT,1.666,-0.847,Urban,6662,44.6,29300.0,09011870300,41.372934,-72.1019041
36029009115,Erie County,New York,NY,1.666,-0.748,Urban,3308,45.0,26833.0,36029009115,43.0080638,-78.8032102
45083021802,Spartanburg County,South Carolina,SC,1.665,-0.347,Urban,6059,42.2,32375.0,45083021802,34.9970483,-81.9699542
17031825302,Cook County,Illinois,IL,1.665,-0.665,Urban,6277,9.0,67396.0,17031825302,41.5811669,-87.7574059
24005408507,Baltimore County,Maryland,MD,1.665,-0.658,Urban,5966,10.1,70865.0,24005408507,39.4652387,-76.6214365
4009961600,Graham County,Arizona,AZ,1.663,-0.447,Rural,3161,21.1,55000.0,04009961600,32.7156277,-110.0977676
8041001600,El Paso County,Colorado,CO,1.66,-1.348,Urban,3712,31.0,42208.0,08041001600,38.8444894,-104.8237983
6035040400,Lassen County,California,CA,1.658,-0.644,Rural,9422,21.7,57350.0,06035040400,40.4420615,-120.3653805
48453001821,Travis County,Texas,TX,1.652,-0.446,Urban,5204,12.5,58990.0,48453001821,30.3809804,-97.7086052
17113000102,McLean County,Illinois,IL,1.649,-0.624,Urban,6831,37.7,82973.0,17113000102,40.5207118,-88.9869351
40119010600,Payne County,Oklahoma,OK,1.648,-0.144,Urban,4814,41.4,62500.0,40119010600,36.117561,-97.032216
48099010501,Coryell County,Texas,TX,1.648,-0.581,Urban,5245,25.3,42611.0,48099010501,31.1452359,-97.8264239
48029181504,Bexar County,Texas,TX,1.646,-0.606,Urban,5796,12.9,55736.0,48029181504,29.5058719,-98.5936735
39061020902,Hamilton County,Ohio,OH,1.646,-0.12,Urban,5493,21.7,63470.0,39061020902,39.1583236,-84.6105752
39009973700,Athens County,Ohio,OH,1.644,0.182,Rural,4140,21.6,63125.0,39009973700,39.2370513,-82.0336913
24031703301,Montgomery County,Maryland,MD,1.644,-0.636,Urban,4765,8.7,85417.0,24031703301,39.0700883,-77.0936006
48029192000,Bexar County,Texas,TX,1.644,-0.605,Urban,5244,20.3,61563.0,48029192000,29.4600994,-98.4693865
42007601100,Beaver County,Pennsylvania,PA,1.641,-0.558,Urban,3272,24.4,48309.0,42007601100,40.7766226,-80.3248825
13135050537,Gwinnett County,Georgia,GA,1.638,-0.471,Urban,4456,25.8,38488.0,13135050537,33.9575913,-84.0974519
18163000300,Vanderburgh County,Indiana,IN,1.636,-0.314,Urban,4248,18.8,40625.0,18163000300,37.9774347,-87.5305758
42035030700,Clinton County,Pennsylvania,PA,1.635,-0.544,Urban,7780,32.8,55395.0,42035030700,41.1375213,-77.462707
6037115104,Los Angeles County,California,CA,1.634,-0.95,Urban,4444,28.0,109091.0,06037115104,34.237491,-118.522646
4021000211,Pinal County,Arizona,AZ,1.63,-0.744,Urban,4465,13.8,52266.0,04021000211,33.1544205,-111.5390565
13135050424,Gwinnett County,Georgia,GA,1.63,-0.466,Urban,7229,21.6,45625.0,13135050424,33.9280387,-84.1569077
48465950500,Val Verde County,Texas,TX,1.628,-0.427,Urban,7472,18.6,46957.0,48465950500,29.3471678,-100.7882384
31109002701,Lancaster County,Nebraska,NE,1.627,-0.631,Urban,3168,16.3,38000.0,31109002701,40.773405,-96.6538481
55133202600,Waukesha County,Wisconsin,WI,1.626,-0.709,Urban,3498,18.5,50739.0,55133202600,43.006336,-88.2311475
6001401700,Alameda County,California,CA,1.625,-0.958,Urban,2667,16.0,67500.0,06001401700,37.813905,-122.315532
48201241103,Harris County,Texas,TX,1.625,-0.528,Urban,4298,14.0,53370.0,48201241103,30.0474108,-95.3807767
22015010805,Bossier Parish,Louisiana,LA,1.624,-0.133,Urban,3238,24.2,67321.0,22015010805,32.4776313,-93.6816839
48041002013,Brazos County,Texas,TX,1.624,-0.589,Urban,4873,27.8,59297.0,48041002013,30.5428855,-96.3255358
10003014706,New Castle County,Delaware,DE,1.623,-0.45,Urban,2974,9.5,61853.0,10003014706,39.6456598,-75.7175027
13179010208,Liberty County,Georgia,GA,1.623,-0.445,Urban,6492,10.4,51507.0,13179010208,31.7949425,-81.6406635
48157671400,Fort Bend County,Texas,TX,1.622,-0.543,Urban,8877,17.6,59495.0,48157671400,29.6147944,-95.5741983
28033070310,DeSoto County,Mississippi,MS,1.619,0.035,Urban,3716,20.2,47417.0,28033070310,34.9472972,-90.0060052
18003000400,Allen County,Indiana,IN,1.619,-0.365,Urban,2569,11.2,52137.0,18003000400,41.0850371,-85.0966573
48201551500,Harris County,Texas,TX,1.619,-0.524,Urban,7803,13.5,59125.0,48201551500,29.9392455,-95.5552356
36055013001,Monroe County,New York,NY,1.618,-0.709,Urban,7089,22.9,80550.0,36055013001,43.0985908,-77.625165
22105954001,Tangipahoa Parish,Louisiana,LA,1.618,-0.094,Urban,4388,33.6,49750.0,22105954001,30.5556941,-90.4703793
13089021705,DeKalb County,Georgia,GA,1.617,-0.476,Urban,5051,19.7,50767.0,13089021705,33.8802536,-84.26003
39049007812,Franklin County,Ohio,OH,1.613,-0.106,Urban,4094,25.8,79261.0,39049007812,40.0471725,-83.0367429
35049001205,Santa Fe County,New Mexico,NM,1.611,-0.604,Urban,5290,16.9,49712.0,35049001205,35.6386528,-106.0515351
28033070610,DeSoto County,Mississippi,MS,1.611,0.04,Urban,3001,13.0,51037.0,28033070610,34.9507098,-89.9883732
16005000800,Bannock County,Idaho,ID,1.608,-0.747,Urban,2916,50.5,36776.0,16005000800,42.8535038,-112.4332669
51810040200,Virginia Beach city,Virginia,VA,1.606,-0.454,Urban,5283,17.1,51632.0,51810040200,36.8853799,-76.1872753
51810040403,Virginia Beach city,Virginia,VA,1.602,-0.452,Urban,3810,7.2,54955.0,51810040403,36.8975681,-76.1711589
22089062100,St. Charles Parish,Louisiana,LA,1.602,-0.091,Urban,5925,11.9,53108.0,22089062100,29.9841727,-90.2968695
48143950500,Erath County,Texas,TX,1.599,-0.534,Urban,6967,37.2,55313.0,48143950500,32.2394491,-98.196661
48485012000,Wichita County,Texas,TX,1.598,-0.402,Urban,6852,28.0,71384.0,48485012000,33.8663954,-98.5268181
48041001601,Brazos County,Texas,TX,1.592,-0.57,Urban,4572,51.4,40990.0,48041001601,30.6075174,-96.3282144
41003000900,Benton County,Oregon,OR,1.592,-0.826,Urban,5438,22.3,101580.0,41003000900,44.584653,-123.3116182
13051010102,Chatham County,Georgia,GA,1.591,-0.475,Urban,5373,20.7,56976.0,13051010102,32.023324,-81.051857
48441013401,Taylor County,Texas,TX,1.586,-0.412,Urban,3736,7.0,52882.0,48441013401,32.4237274,-99.7997936
34005704801,Burlington County,New Jersey,NJ,1.581,-0.77,Urban,3122,4.1,63333.0,34005704801,40.0058557,-74.5676552
19103001801,Johnson County,Iowa,IA,1.58,-0.597,Urban,4920,15.2,41167.0,19103001801,41.6175794,-91.5012925
8101000903,Pueblo County,Colorado,CO,1.58,-1.276,Urban,777,87.8,,08101000903,38.3084072,-104.5776867
51660000102,Harrisonburg city,Virginia,VA,1.579,-0.495,Urban,4671,20.1,72679.0,51660000102,38.436436,-78.8328676
6071004510,San Bernardino County,California,CA,1.578,-0.904,Urban,5178,34.6,56591.0,06071004510,34.185401,-117.3194957
18097320108,Marion County,Indiana,IN,1.578,-0.304,Urban,5296,22.9,,18097320108,39.9047551,-86.1934762
25015820300,Hampshire County,Massachusetts,MA,1.577,-0.977,Urban,6818,31.9,87219.0,25015820300,42.4122164,-72.5188277
48453002430,Travis County,Texas,TX,1.575,-0.4,Urban,3422,26.2,52399.0,48453002430,30.1717158,-97.7550103
5143010301,Washington County,Arkansas,AR,1.571,-0.061,Urban,9474,24.9,48750.0,05143010301,36.1563418,-94.1306022
26093725100,Livingston County,Michigan,MI,1.566,-0.364,Urban,4407,13.9,57606.0,26093725100,42.6029232,-83.9416447
28073020302,Lamar County,Mississippi,MS,1.566,0.082,Urban,9208,35.5,46659.0,28073020302,31.3242865,-89.3790197
55035000600,Eau Claire County,Wisconsin,WI,1.565,-0.711,Urban,5107,10.2,54375.0,55035000600,44.8225872,-91.4883544
51760061000,Richmond city,Virginia,VA,1.565,-0.449,Urban,3284,21.3,35625.0,51760061000,37.5238449,-77.445002
13135050209,Gwinnett County,Georgia,GA,1.565,-0.427,Urban,8166,14.2,57310.0,13135050209,33.9743018,-84.1453842
39173021902,Wood County,Ohio,OH,1.56,-0.026,Urban,5080,52.4,37250.0,39173021902,41.3597575,-83.6292108
47183968203,Weakley County,Tennessee,TN,1.558,-0.185,Urban,3051,32.8,43819.0,47183968203,36.3453885,-88.8578236
29189219800,St. Louis County,Missouri,MO,1.558,-0.287,Urban,7435,7.8,61603.0,29189219800,38.5658698,-90.3125249
48439113220,Tarrant County,Texas,TX,1.557,-0.395,Urban,6271,16.3,44775.0,48439113220,32.8407936,-97.204479
39049009373,Franklin County,Ohio,OH,1.556,-0.071,Urban,5773,17.8,50781.0,39049009373,39.915708,-82.8493515
20091053557,Johnson County,Kansas,KS,1.553,-0.391,Urban,2192,20.5,56520.0,20091053557,38.8758249,-94.8151406
27103480400,Nicollet County,Minnesota,MN,1.553,-0.85,Urban,5925,23.0,82206.0,27103480400,44.3094034,-93.9817859
39153508000,Summit County,Ohio,OH,1.552,-0.029,Urban,4737,9.9,54722.0,39153508000,41.1491105,-81.5566533
48245002600,Jefferson County,Texas,TX,1.551,-0.466,Urban,6671,38.3,41286.0,48245002600,30.0388738,-94.0739622
51680000802,Lynchburg city,Virginia,VA,1.548,-0.469,Urban,2870,19.7,52096.0,51680000802,37.3923867,-79.192846
23005003100,Cumberland County,Maine,ME,1.547,-0.64,Urban,3722,9.1,59650.0,23005003100,43.6333139,-70.2700517
13135050542,Gwinnett County,Georgia,GA,1.546,-0.416,Urban,4711,14.3,48354.0,13135050542,33.9495818,-84.1250112
37081012601,Guilford County,North Carolina,NC,1.543,-0.45,Urban,5912,21.8,50230.0,37081012601,36.0615012,-79.8698591
10003014906,New Castle County,Delaware,DE,1.542,-0.401,Urban,4726,16.2,57435.0,10003014906,39.640141,-75.669143
32031002611,Washoe County,Nevada,NV,1.542,-0.588,Urban,5470,26.9,70158.0,32031002611,39.6499239,-119.8427657
51770003100,Roanoke city,Virginia,VA,1.539,-0.429,Urban,3837,4.0,68125.0,51770003100,37.2526,-79.9908962
6085503509,Santa Clara County,California,CA,1.538,-0.874,Urban,4040,5.0,95855.0,06085503509,37.3487217,-121.801472
1089001402,Madison County,Alabama,AL,1.537,0.081,Urban,4853,17.0,57587.0,01089001402,34.7227438,-86.6787178
45013000800,Beaufort County,South Carolina,SC,1.537,-0.298,Urban,5247,16.1,46173.0,45013000800,32.3847275,-80.6965888
19193002000,Woodbury County,Iowa,IA,1.535,-0.535,Urban,5416,12.6,53470.0,19193002000,42.4711874,-96.3649304
48439110203,Tarrant County,Texas,TX,1.533,-0.381,Urban,8748,15.3,62188.0,48439110203,32.852259,-97.2824881
6001451506,Alameda County,California,CA,1.533,-0.903,Urban,3138,7.3,87500.0,06001451506,37.6833516,-121.7291862
48167724000,Galveston County,Texas,TX,1.532,-0.485,Urban,2393,40.8,85234.0,48167724000,29.3510179,-94.823586
48113013011,Dallas County,Texas,TX,1.532,-0.506,Urban,4794,30.8,35438.0,48113013011,32.8780414,-96.6923776
24027602600,Howard County,Maryland,MD,1.532,-0.571,Urban,7113,9.6,76604.0,24027602600,39.2934994,-76.8071838
22071000617,Orleans Parish,Louisiana,LA,1.531,-0.056,Urban,4334,33.1,32281.0,22071000617,29.8974722,-89.9903933
39049007113,Franklin County,Ohio,OH,1.531,-0.057,Urban,4918,15.5,48286.0,39049007113,40.0683461,-82.9273814
10003014808,New Castle County,Delaware,DE,1.529,-0.393,Urban,6318,5.2,70110.0,10003014808,39.6181998,-75.7297243
39035106900,Cuyahoga County,Ohio,OH,1.527,-0.06,Urban,3501,15.0,49400.0,39035106900,41.4288584,-81.6925343
9001020900,Fairfield County,Connecticut,CT,1.526,-0.767,Urban,4906,5.8,77426.0,09001020900,41.0948307,-73.5217061
17113000501,McLean County,Illinois,IL,1.525,-0.55,Urban,2690,36.1,77933.0,17113000501,40.5028244,-88.9783846
55025000407,Dane County,Wisconsin,WI,1.521,-0.687,Urban,5661,23.3,65227.0,55025000407,43.0401727,-89.4893192
45019003113,Charleston County,South Carolina,SC,1.52,-0.285,Urban,2772,15.3,46888.0,45019003113,32.9546311,-80.0729838
17031770800,Cook County,Illinois,IL,1.52,-0.578,Urban,5582,7.0,62869.0,17031770800,41.9633197,-87.8664226
28137950400,Tate County,Mississippi,MS,1.52,0.135,Urban,5864,26.5,44960.0,28137950400,34.6214003,-89.978539
26065003902,Ingham County,Michigan,MI,1.519,-0.347,Urban,4380,30.0,103889.0,26065003902,42.7435788,-84.4652908
49049002500,Utah County,Utah,UT,1.516,-1.083,Urban,4297,24.8,32151.0,49049002500,40.229615,-111.6497278
6013313205,Contra Costa County,California,CA,1.516,-0.889,Urban,1724,2.0,93148.0,06013313205,38.0162991,-121.9166488
9009361500,New Haven County,Connecticut,CT,1.516,-0.757,Urban,7607,20.5,59677.0,09009361500,41.2875292,-72.9575865
39167020500,Washington County,Ohio,OH,1.511,0.001,Urban,2494,42.6,31250.0,39167020500,39.4147543,-81.451451
22071000616,Orleans Parish,Louisiana,LA,1.511,-0.044,Urban,4712,20.2,65500.0,22071000616,29.9154213,-89.9937375
53021020603,Franklin County,Washington,WA,1.51,-0.959,Urban,3907,19.4,64856.0,53021020603,46.266832,-119.2019488
48201241400,Harris County,Texas,TX,1.51,-0.459,Urban,7931,24.4,76015.0,48201241400,30.0851921,-95.4057872
6073020021,San Diego County,California,CA,1.51,-0.862,Urban,6423,15.6,67801.0,06073020021,33.1511693,-117.1773755
48453002427,Travis County,Texas,TX,1.506,-0.359,Urban,7995,16.7,58044.0,48453002427,30.1806752,-97.7634252
45079010412,Richland County,South Carolina,SC,1.505,-0.253,Urban,3159,15.8,50081.0,45079010412,34.038415,-81.077356
21111007100,Jefferson County,Kentucky,KY,1.505,-0.099,Urban,4508,23.4,59609.0,21111007100,38.2052796,-85.7475786
1101005403,Montgomery County,Alabama,AL,1.504,0.106,Urban,3614,24.6,40625.0,01101005403,32.3716245,-86.2001367
24021750803,Frederick County,Maryland,MD,1.504,-0.556,Urban,6122,6.8,90781.0,24021750803,39.4350979,-77.388724
37067001000,Forsyth County,North Carolina,NC,1.501,-0.431,Urban,4652,32.2,45962.0,37067001000,36.0784638,-80.2648934
6073003201,San Diego County,California,CA,1.5,-0.856,Urban,4932,14.2,55337.0,06073003201,32.6836181,-117.0608884
18157000400,Tippecanoe County,Indiana,IN,1.496,-0.232,Urban,4486,35.8,43004.0,18157000400,40.4262125,-86.885182
6085512506,Santa Clara County,California,CA,1.493,-0.847,Urban,6686,13.5,92643.0,06085512506,37.023032,-121.5818003
42049000900,Erie County,Pennsylvania,PA,1.492,-0.453,Urban,5454,36.6,40843.0,42049000900,42.1230964,-80.0992043
18157011100,Tippecanoe County,Indiana,IN,1.492,-0.229,Urban,4390,26.0,45373.0,18157011100,40.405359,-86.9033561
53033025805,King County,Washington,WA,1.491,-0.943,Urban,4551,5.0,70517.0,53033025805,47.4546858,-122.1937967
48453002207,Travis County,Texas,TX,1.489,-0.349,Urban,8379,10.4,59303.0,48453002207,30.2388615,-97.5844843
45013000502,Beaufort County,South Carolina,SC,1.488,-0.268,Urban,4808,23.3,52602.0,45013000502,32.4178372,-80.7337269
47149040403,Rutherford County,Tennessee,TN,1.487,-0.156,Urban,7353,24.4,47781.0,47149040403,36.0038235,-86.4780888
1089001500,Madison County,Alabama,AL,1.485,0.112,Urban,4946,27.7,42917.0,01089001500,34.7278559,-86.6288587
37183052507,Wake County,North Carolina,NC,1.485,-0.377,Urban,2803,20.5,71637.0,37183052507,35.8493407,-78.7028658
6085504318,Santa Clara County,California,CA,1.485,-0.842,Urban,5265,10.5,96359.0,06085504318,37.3768312,-121.8956875
26081013000,Kent County,Michigan,MI,1.481,-0.318,Urban,3173,12.0,57137.0,26081013000,42.9182503,-85.749863
1095030904,Marshall County,Alabama,AL,1.481,0.118,Urban,5409,20.4,47384.0,01095030904,34.2558623,-86.2776418
42091200902,Montgomery County,Pennsylvania,PA,1.481,-0.43,Urban,1257,9.8,58967.0,42091200902,40.2437323,-75.282351
48113018138,Dallas County,Texas,TX,1.477,-0.474,Urban,4076,17.3,53804.0,48113018138,32.8508976,-96.582081
37147000201,Pitt County,North Carolina,NC,1.476,-0.385,Urban,4952,48.3,37108.0,37147000201,35.6109554,-77.3426276
26163588200,Wayne County,Michigan,MI,1.476,-0.283,Urban,3312,21.8,50694.0,26163588200,42.2145466,-83.5129886
27053026104,Hennepin County,Minnesota,MN,1.474,-0.823,Urban,3717,3.0,58586.0,27053026104,44.9028714,-93.4212097
53033010701,King County,Washington,WA,1.473,-0.933,Urban,3385,20.6,69301.0,53033010701,47.5451419,-122.3675265
56001963700,Albany County,Wyoming,WY,1.473,-0.867,Urban,5226,29.2,83218.0,56001963700,41.3015332,-105.5243509
54021967800,Gilmer County,West Virginia,WV,1.473,0.31,Urban,2303,35.5,58125.0,54021967800,38.9494039,-80.8455643
8031008388,Denver County,Colorado,CO,1.472,-1.239,Urban,6962,4.5,68125.0,08031008388,39.7861611,-104.7914293
18133956300,Putnam County,Indiana,IN,1.472,-0.227,Urban,7300,11.4,55233.0,18133956300,39.6473825,-86.8263847
1089000202,Madison County,Alabama,AL,1.471,0.121,Urban,4399,39.3,36406.0,01089000202,34.7748838,-86.5765048
18097380600,Marion County,Indiana,IN,1.471,-0.24,Urban,5243,16.7,50417.0,18097380600,39.7002651,-86.1581085
6087100500,Santa Cruz County,California,CA,1.47,-0.833,Urban,5370,37.3,125400.0,06087100500,36.9701988,-122.0639762
39045032702,Fairfield County,Ohio,OH,1.469,-0.021,Urban,7340,9.1,59519.0,39045032702,39.9292534,-82.8002504
24027606707,Howard County,Maryland,MD,1.469,-0.533,Urban,3755,21.8,107113.0,24027606707,39.1765117,-76.8246671
47037015502,Davidson County,Tennessee,TN,1.468,-0.188,Urban,3924,14.4,52652.0,47037015502,36.1523916,-86.6522734
37001021702,Alamance County,North Carolina,NC,1.466,-0.435,Urban,5282,21.9,82621.0,37001021702,36.0930886,-79.5083273
55087012300,Outagamie County,Wisconsin,WI,1.466,-0.631,Urban,1647,4.5,60982.0,55087012300,44.2844342,-88.2633061
39017010103,Butler County,Ohio,OH,1.463,-0.028,Urban,5308,27.9,79519.0,39017010103,39.4918501,-84.7533865
45079002603,Richland County,South Carolina,SC,1.462,-0.227,Urban,4058,29.8,27338.0,45079002603,33.9782377,-80.988156
37183054500,Wake County,North Carolina,NC,1.461,-0.362,Urban,7761,22.2,63387.0,37183054500,35.742801,-78.6522589
9009141800,New Haven County,Connecticut,CT,1.461,-0.725,Urban,3892,26.2,54977.0,09009141800,41.3274738,-72.9210376
48201330301,Harris County,Texas,TX,1.455,-0.426,Urban,7169,10.2,59964.0,48201330301,29.6404078,-95.4708233
22073010101,Ouachita Parish,Louisiana,LA,1.453,-0.008,Urban,4678,23.6,54143.0,22073010101,32.6153924,-91.9638024
48201341201,Harris County,Texas,TX,1.452,-0.425,Urban,3974,27.6,38839.0,48201341201,29.5257658,-95.1129325
5115951300,Pope County,Arkansas,AR,1.449,0.001,Urban,7700,28.0,42008.0,05115951300,35.2995465,-93.1140144
13135050431,Gwinnett County,Georgia,GA,1.447,-0.356,Urban,7639,26.8,55250.0,13135050431,33.8616095,-84.1654553
53033031206,King County,Washington,WA,1.447,-0.917,Urban,4877,7.7,75938.0,53033031206,47.3135679,-122.1836163
28121020301,Rankin County,Mississippi,MS,1.445,0.173,Urban,3073,17.1,51600.0,28121020301,32.2882276,-90.1204603
22061960500,Lincoln Parish,Louisiana,LA,1.445,-0.008,Urban,4296,22.9,89348.0,22061960500,32.557133,-92.6246535
51710000800,Norfolk city,Virginia,VA,1.441,-0.394,Urban,2075,11.6,57847.0,51710000800,36.9378793,-76.2687837
51153900701,Prince William County,Virginia,VA,1.441,-0.609,Urban,4976,2.2,67340.0,51153900701,38.6208833,-77.2768035
48453001860,Travis County,Texas,TX,1.439,-0.319,Urban,3859,12.9,58792.0,48453001860,30.4529445,-97.6463726
36103159404,Suffolk County,New York,NY,1.439,-0.583,Urban,7313,6.9,67552.0,36103159404,40.81396,-72.8355225
37119005510,Mecklenburg County,North Carolina,NC,1.438,-0.373,Urban,5207,12.4,47656.0,37119005510,35.3260782,-80.8193663
5045030900,Faulkner County,Arkansas,AR,1.438,-0.019,Urban,3641,45.5,26910.0,05045030900,35.0753953,-92.4328461
47157021122,Shelby County,Tennessee,TN,1.437,-0.123,Urban,5626,21.4,44896.0,47157021122,35.1606529,-89.847794
4013114703,Maricopa County,Arizona,AZ,1.436,-0.631,Urban,8071,55.7,24293.0,04013114703,33.4296312,-112.1258821
45051060405,Horry County,South Carolina,SC,1.433,-0.221,Urban,5699,39.6,42014.0,45051060405,33.7922107,-79.0120361
48439111524,Tarrant County,Texas,TX,1.433,-0.321,Urban,7886,16.5,45089.0,48439111524,32.6982392,-97.1107855
48085031506,Collin County,Texas,TX,1.427,-0.454,Urban,8587,12.0,62462.0,48085031506,33.0905501,-96.6711733
42041010100,Cumberland County,Pennsylvania,PA,1.424,-0.416,Urban,5411,12.6,50638.0,42041010100,40.2972272,-76.9306144
21227010900,Warren County,Kentucky,KY,1.424,-0.006,Urban,3953,22.3,75665.0,21227010900,36.9715986,-86.4587138
47141000302,Putnam County,Tennessee,TN,1.421,-0.12,Urban,6569,37.3,32195.0,47141000302,36.194969,-85.5139351
5119004400,Pulaski County,Arkansas,AR,1.421,0.019,Urban,1606,21.3,165556.0,05119004400,34.7465826,-92.2776859
45045002604,Greenville County,South Carolina,SC,1.42,-0.215,Urban,5434,20.4,56515.0,45045002604,34.9153567,-82.2848315
18063210607,Hendricks County,Indiana,IN,1.418,-0.222,Urban,4269,17.4,51207.0,18063210607,39.7017522,-86.3506626
1043965700,Cullman County,Alabama,AL,1.417,0.457,Rural,2652,20.2,51477.0,01043965700,33.9216781,-87.0105855
42059970600,Greene County,Pennsylvania,PA,1.417,-0.404,Urban,4176,20.1,57083.0,42059970600,39.8982936,-80.1855815
26163584300,Wayne County,Michigan,MI,1.411,-0.244,Urban,1922,13.2,49773.0,26163584300,42.2163391,-83.2832664
48201252200,Harris County,Texas,TX,1.411,-0.4,Urban,7944,6.0,60889.0,48201252200,29.8329284,-95.1490398
55035000900,Eau Claire County,Wisconsin,WI,1.411,-0.618,Urban,4815,24.7,87417.0,55035000900,44.780772,-91.520738
48441012300,Taylor County,Texas,TX,1.41,-0.307,Urban,4482,22.1,41852.0,48441012300,32.4241912,-99.7508217
29043020204,Christian County,Missouri,MO,1.409,-0.255,Urban,4185,17.4,53427.0,29043020204,37.0190876,-93.2873917
47157021125,Shelby County,Tennessee,TN,1.408,-0.106,Urban,4375,22.0,77656.0,47157021125,35.1498376,-89.8060566
26065002901,Ingham County,Michigan,MI,1.407,-0.28,Urban,3076,15.3,53810.0,26065002901,42.7014413,-84.5157508
