TractFIPS,StateAbbr,burden,resid,resilience_score,GEOID,LILATracts_1And10,County,State,PovertyRate,MedianFamilyIncome,Pop2010,Urban,latitude,longitude,Type
28113950300,MS,2.341244,1.307725,-2.189644,28113950300,1,Pike County,Mississippi,57.2,20042.0,5446,1,31.2477246,-90.4462705,Urban
1073003002,AL,2.300345,1.306969,-2.188378,01073003002,1,Jefferson County,Alabama,48.4,26000.0,2203,1,33.5122579,-86.8441439,Urban
47157010300,TN,2.041565,1.306429,-2.187474,47157010300,1,Shelby County,Tennessee,60.6,25179.0,1478,1,35.2491922,-89.9829419,Urban
40109107900,OK,2.141196,1.30517,-2.185365,40109107900,1,Oklahoma County,Oklahoma,32.5,60500.0,1675,1,35.4853025,-97.4472687,Urban
13245001400,GA,1.854279,1.304098,-2.183571,13245001400,1,Richmond County,Georgia,36.6,34261.0,2190,1,33.4585991,-81.9913874,Urban
39153506700,OH,2.201373,1.303101,-2.181902,39153506700,1,Summit County,Ohio,35.3,30481.0,1608,1,41.072669,-81.549932,Urban
13051003302,GA,1.777276,1.301984,-2.180031,13051003302,1,Chatham County,Georgia,21.6,45185.0,1665,1,32.065107,-81.1270475,Urban
26163533300,MI,1.899548,1.301059,-2.178483,26163533300,1,Wayne County,Michigan,62.3,21818.0,1795,1,42.3621943,-83.1067231,Urban
28151000400,MS,2.348755,1.300878,-2.178179,28151000400,1,Washington County,Mississippi,61.9,18839.0,2919,1,33.4230714,-91.0514635,Urban
26163570800,MI,1.898674,1.300325,-2.177254,26163570800,1,Wayne County,Michigan,42.6,31088.0,3022,1,42.2822977,-83.3189713,Urban
53049950800,WA,1.250645,1.296519,-2.170881,53049950800,1,Pacific County,Washington,17.2,54583.0,2374,1,46.5827228,-124.0272568,Urban
4027011114,AZ,1.527766,1.296134,-2.170236,04027011114,1,Yuma County,Arizona,9.6,52692.0,2042,1,32.6360368,-114.405399,Urban
22051023700,LA,2.145823,1.294831,-2.168056,22051023700,1,Jefferson Parish,Louisiana,25.9,38871.0,2098,1,29.9766055,-90.2235423,Urban
39153508600,OH,2.191773,1.293334,-2.165548,39153508600,1,Summit County,Ohio,32.3,42909.0,2913,1,41.0806405,-81.5509026,Urban
4013040506,AZ,1.518925,1.292695,-2.164478,04013040506,1,Maricopa County,Arizona,6.6,55560.0,5209,1,33.6577414,-112.3366887,Urban
39017013100,OH,2.137886,1.292205,-2.163658,39017013100,1,Butler County,Ohio,34.3,40962.0,2105,1,39.506034,-84.4013659,Urban
35053940000,NM,1.970307,1.288222,-2.156988,35053940000,1,Socorro County,New Mexico,67.2,19375.0,1564,0,34.3805868,-107.5499993,Rural
37083930100,NC,1.76025,1.288034,-2.156675,37083930100,1,Halifax County,North Carolina,37.8,33736.0,3435,1,36.3950615,-77.5791475,Urban
51710005000,VA,1.752069,1.285557,-2.152526,51710005000,1,Norfolk city,Virginia,27.1,34250.0,3271,1,36.8333375,-76.2836407,Urban
34029722200,NJ,1.467391,1.284881,-2.151395,34029722200,1,Ocean County,New Jersey,7.7,63194.0,2474,1,40.0207313,-74.1715372,Urban
26163524700,MI,1.882821,1.284164,-2.150194,26163524700,1,Wayne County,Michigan,35.1,41453.0,4150,1,42.2738878,-83.1527986,Urban
1105686800,AL,2.610945,1.283518,-2.149112,01105686800,1,Perry County,Alabama,36.3,23438.0,1055,0,32.6849973,-87.1235867,Rural
26145001100,MI,1.873926,1.282539,-2.147473,26145001100,1,Saginaw County,Michigan,54.4,20268.0,3188,1,43.396517,-83.9487931,Urban
29023950500,MO,1.859985,1.280443,-2.143964,29023950500,1,Butler County,Missouri,47.3,28170.0,2598,1,36.7617135,-90.3654367,Urban
18089010304,IN,1.914602,1.279635,-2.14261,18089010304,1,Lake County,Indiana,28.0,34900.0,3149,1,41.6227628,-87.4091878,Urban
26049013600,MI,1.833235,1.278965,-2.141489,26049013600,1,Genesee County,Michigan,53.7,32255.0,1562,1,43.0340484,-83.6887995,Urban
48029130700,TX,1.654775,1.278505,-2.140719,48029130700,1,Bexar County,Texas,37.5,38125.0,1728,1,29.4395119,-98.4512971,Urban
1101001000,AL,2.282422,1.278246,-2.140285,01101001000,1,Montgomery County,Alabama,59.4,17953.0,1369,1,32.3685556,-86.3398046,Urban
45057010700,SC,1.912877,1.275728,-2.136069,45057010700,1,Lancaster County,South Carolina,54.3,25051.0,3804,1,34.7180813,-80.7600821,Urban
40143006200,OK,2.124757,1.275341,-2.135421,40143006200,1,Tulsa County,Oklahoma,36.7,28636.0,2781,1,36.1995729,-95.9847186,Urban
37067000302,NC,1.739942,1.274161,-2.133446,37067000302,1,Forsyth County,North Carolina,36.0,33333.0,1859,1,36.1185146,-80.2561384,Urban
20209040300,KS,1.853004,1.270804,-2.127825,20209040300,1,Wyandotte County,Kansas,45.4,37931.0,738,1,39.1435303,-94.6589981,Urban
48355001000,TX,1.771528,1.269342,-2.125377,48355001000,1,Nueces County,Texas,26.7,28207.0,3452,1,27.7831896,-97.4137849,Urban
40109103400,OK,2.104371,1.267996,-2.123122,40109103400,1,Oklahoma County,Oklahoma,50.3,41705.0,373,1,35.469088,-97.5435693,Urban
48113003902,TX,1.675896,1.267158,-2.121719,48113003902,1,Dallas County,Texas,22.7,32750.0,1860,1,32.7484474,-96.7543231,Urban
22017022000,LA,2.104365,1.266684,-2.120926,22017022000,1,Caddo Parish,Louisiana,27.5,49487.0,1815,1,32.5053247,-93.7871322,Urban
22039950500,LA,2.112786,1.266048,-2.119861,22039950500,1,Evangeline Parish,Louisiana,40.0,24779.0,3348,1,30.7034613,-92.2946271,Urban
48201230600,TX,1.709146,1.265953,-2.119702,48201230600,1,Harris County,Texas,35.6,36053.0,2572,1,29.8448725,-95.3092658,Urban
22079012700,LA,2.127458,1.265629,-2.119159,22079012700,1,Rapides Parish,Louisiana,50.9,22434.0,3061,1,31.238603,-92.408121,Urban
1073000500,AL,2.25803,1.264663,-2.117542,01073000500,1,Jefferson County,Alabama,30.4,39047.0,2864,1,33.5442405,-86.7749128,Urban
26121001300,MI,1.846646,1.264385,-2.117076,26121001300,1,Muskegon County,Michigan,40.0,25938.0,2498,1,43.2103959,-86.2320559,Urban
36103158410,NY,1.539956,1.263924,-2.116305,36103158410,1,Suffolk County,New York,6.5,71250.0,3504,1,40.921038,-72.9008124,Urban
48113005901,TX,1.672473,1.263652,-2.115849,48113005901,1,Dallas County,Texas,25.5,39926.0,5051,1,32.693092,-96.8082157,Urban
22017025300,LA,2.101314,1.263612,-2.115782,22017025300,1,Caddo Parish,Louisiana,55.7,36061.0,1545,1,32.5091257,-93.7456068,Urban
24045010200,MD,1.613018,1.262005,-2.113091,24045010200,1,Wicomico County,Maryland,21.7,51442.0,6142,1,38.4011208,-75.6163962,Urban
18097351900,IN,1.899531,1.261361,-2.112013,18097351900,1,Marion County,Indiana,25.0,46607.0,2292,1,39.8070773,-86.1215539,Urban
39049000720,OH,2.117797,1.259796,-2.109392,39049000720,1,Franklin County,Ohio,46.8,26224.0,2384,1,40.0051367,-82.9867232,Urban
18097360102,IN,1.897923,1.25973,-2.109282,18097360102,1,Marion County,Indiana,43.1,21953.0,2714,1,39.8181323,-86.0742558,Urban
48201312400,TX,1.702845,1.259668,-2.109178,48201312400,1,Harris County,Texas,41.2,30950.0,2208,1,29.7298981,-95.3610125,Urban
47093001900,TN,1.968385,1.258277,-2.106849,47093001900,1,Knox County,Tennessee,38.6,32586.0,1594,1,35.9960373,-83.8876554,Urban
48309001500,TX,1.742096,1.257393,-2.105369,48309001500,1,McLennan County,Texas,36.2,31111.0,2838,1,31.5666401,-97.1162032,Urban
51025930203,VA,1.459669,1.256802,-2.104379,51025930203,1,Brunswick County,Virginia,33.4,42974.0,4378,1,36.7509727,-77.8337134,Urban
22107000300,LA,2.45069,1.256588,-2.10402,22107000300,1,Tensas Parish,Louisiana,44.7,25682.0,2163,0,31.8699718,-91.3070398,Rural
26049010305,MI,1.810841,1.256342,-2.10361,26049010305,1,Genesee County,Michigan,39.2,31412.0,4945,1,43.0967521,-83.7116573,Urban
13021011702,GA,1.719308,1.255726,-2.102578,13021011702,1,Bibb County,Georgia,24.8,40858.0,4425,1,32.8598063,-83.566813,Urban
36029004001,NY,1.500153,1.253083,-2.098153,36029004001,1,Erie County,New York,43.2,29563.0,4013,1,42.9341615,-78.8365638,Urban
21047200300,KY,2.027118,1.25196,-2.096272,21047200300,1,Christian County,Kentucky,57.2,30016.0,3559,1,36.8467715,-87.4473037,Urban
51760010300,VA,1.736877,1.250954,-2.094588,51760010300,1,Richmond city,Virginia,31.7,37688.0,1266,1,37.5976576,-77.4445972,Urban
6019000700,CA,1.269881,1.250937,-2.094558,06019000700,1,Fresno County,California,45.2,24141.0,3921,1,36.7340933,-119.827219,Urban
48479001900,TX,1.800806,1.250533,-2.093883,48479001900,1,Webb County,Texas,41.6,33385.0,3795,1,27.5046287,-99.5164642,Urban
13021012500,GA,1.7141,1.250507,-2.093839,13021012500,1,Bibb County,Georgia,45.1,30804.0,3428,1,32.8187367,-83.682639,Urban
4013071506,AZ,1.476663,1.250381,-2.093628,04013071506,1,Maricopa County,Arizona,9.9,55016.0,4260,1,33.6251239,-112.2657735,Urban
48201531800,TX,1.692153,1.249232,-2.091703,48201531800,1,Harris County,Texas,38.2,34512.0,2352,1,29.8534594,-95.4363437,Urban
26163530100,MI,1.846893,1.248557,-2.090574,26163530100,1,Wayne County,Michigan,37.8,36771.0,3024,1,42.4096746,-83.1216653,Urban
47157022220,TN,1.982887,1.248119,-2.089841,47157022220,1,Shelby County,Tennessee,34.3,37535.0,4099,1,35.0659776,-90.0748702,Urban
48439106202,TX,1.782814,1.248025,-2.089683,48439106202,1,Tarrant County,Texas,36.8,29547.0,4399,1,32.7070413,-97.246389,Urban
18089010203,IN,1.88044,1.245536,-2.085516,18089010203,1,Lake County,Indiana,37.1,26900.0,2462,1,41.6189661,-87.3742856,Urban
37051003800,NC,1.704066,1.244423,-2.083651,37051003800,1,Cumberland County,North Carolina,40.7,27042.0,2977,1,35.0603197,-78.8744556,Urban
18097390500,IN,1.880808,1.242527,-2.080478,18097390500,1,Marion County,Indiana,36.1,36667.0,2205,1,39.8175208,-86.1766259,Urban
48201230200,TX,1.683986,1.24124,-2.078322,48201230200,1,Harris County,Texas,23.1,37865.0,5054,1,29.8199173,-95.3073371,Urban
22067950800,LA,2.098,1.240509,-2.077098,22067950800,1,Morehouse Parish,Louisiana,46.6,27227.0,3718,1,32.7654252,-91.9320403,Urban
37097060200,NC,1.716208,1.239055,-2.074664,37097060200,1,Iredell County,North Carolina,37.5,30647.0,1985,1,35.7628534,-80.8731599,Urban
37065020900,NC,1.702263,1.237491,-2.072045,37065020900,1,Edgecombe County,North Carolina,32.9,37404.0,2939,1,35.871359,-77.513939,Urban
4013615400,AZ,1.462213,1.235741,-2.069115,04013615400,1,Maricopa County,Arizona,7.9,51202.0,2679,1,33.6597444,-112.2813921,Urban
28083950800,MS,2.256812,1.235031,-2.067926,28083950800,1,Leflore County,Mississippi,56.1,19777.0,4425,1,33.5047001,-90.1953088,Urban
51800065100,VA,1.734036,1.232407,-2.063533,51800065100,1,Suffolk city,Virginia,29.0,35862.0,2269,1,36.7326251,-76.5689529,Urban
37155960801,NC,1.732025,1.231971,-2.062803,37155960801,1,Robeson County,North Carolina,53.5,19595.0,4529,1,34.608347,-79.0548243,Urban
48201211700,TX,1.674463,1.231368,-2.061792,48201211700,1,Harris County,Texas,33.2,41815.0,3886,1,29.7965959,-95.3043165,Urban
4013422625,AZ,1.457699,1.231286,-2.061656,04013422625,1,Maricopa County,Arizona,12.0,50016.0,3724,1,33.4121578,-111.7007063,Urban
26145000700,MI,1.822005,1.230576,-2.060467,26145000700,1,Saginaw County,Michigan,45.1,31013.0,1976,1,43.4210172,-83.928498,Urban
20209041000,KS,1.811694,1.229445,-2.058574,20209041000,1,Wyandotte County,Kansas,42.2,26521.0,1336,1,39.1268148,-94.6196347,Urban
22017021900,LA,2.0672,1.229387,-2.058475,22017021900,1,Caddo Parish,Louisiana,29.6,34327.0,1451,1,32.4978391,-93.7734216,Urban
48201331300,TX,1.671902,1.229116,-2.058022,48201331300,1,Harris County,Texas,22.4,46687.0,4647,1,29.6465413,-95.3784722,Urban
37195000802,NC,1.743313,1.228089,-2.056303,37195000802,1,Wilson County,North Carolina,42.1,30543.0,3672,1,35.6792683,-77.8912968,Urban
51620090200,VA,1.660146,1.227721,-2.055687,51620090200,1,Franklin city,Virginia,29.2,31215.0,3812,1,36.6643888,-76.925715,Urban
45079000300,SC,1.87318,1.227228,-2.05486,45079000300,1,Richland County,South Carolina,37.1,29083.0,2876,1,34.0467069,-81.0624544,Urban
40143008001,OK,2.075347,1.226167,-2.053084,40143008001,1,Tulsa County,Oklahoma,67.8,9770.0,1927,1,36.2163867,-95.9608198,Urban
51005070100,VA,1.419471,1.224695,-2.050619,51005070100,1,Alleghany County,Virginia,37.8,46364.0,3959,1,37.8205646,-79.8182214,Urban
21013960600,KY,1.984744,1.222319,-2.046642,21013960600,1,Bell County,Kentucky,51.7,18245.0,4747,1,36.597367,-83.7661544,Urban
48355001701,TX,1.724121,1.221934,-2.045997,48355001701,1,Nueces County,Texas,20.0,39583.0,6695,1,27.7536754,-97.445405,Urban
6071009912,CA,1.26087,1.221801,-2.045774,06071009912,1,San Bernardino County,California,47.0,25908.0,4762,1,34.5067523,-117.3135253,Urban
48245002300,TX,1.681149,1.221461,-2.045204,48245002300,1,Jefferson County,Texas,23.2,37656.0,3475,1,30.0444989,-94.1059214,Urban
4027010905,AZ,1.451609,1.219953,-2.04268,04027010905,1,Yuma County,Arizona,24.6,47031.0,2815,1,32.6872519,-114.4575516,Urban
40143008002,OK,2.067282,1.217906,-2.039252,40143008002,1,Tulsa County,Oklahoma,29.2,38281.0,2791,1,36.2138,-95.9869364,Urban
22073010700,LA,2.074609,1.215274,-2.034845,22073010700,1,Ouachita Parish,Louisiana,62.1,17500.0,2746,1,32.475743,-92.1011987,Urban
37165010200,NC,1.718504,1.214756,-2.033978,37165010200,1,Scotland County,North Carolina,43.1,25881.0,4250,1,34.7915088,-79.4630243,Urban
5041950300,AR,2.052836,1.214741,-2.033953,05041950300,1,Desha County,Arkansas,40.4,28850.0,1744,1,33.8466119,-91.5299883,Urban
34033022100,NJ,1.396684,1.212958,-2.030967,34033022100,1,Salem County,New Jersey,31.1,30089.0,1541,1,39.5702151,-75.4830208,Urban
18035001200,IN,1.826403,1.212304,-2.029873,18035001200,1,Delaware County,Indiana,46.1,18357.0,2530,1,40.2059641,-85.3673938,Urban
47093002100,TN,1.922537,1.212206,-2.029708,47093002100,1,Knox County,Tennessee,36.6,27578.0,2577,1,35.9733672,-83.8702342,Urban
1073013100,AL,2.204607,1.211231,-2.028076,01073013100,1,Jefferson County,Alabama,30.3,35833.0,4508,1,33.4480927,-86.8892602,Urban
48375013000,TX,1.720659,1.210718,-2.027216,48375013000,1,Potter County,Texas,23.5,38925.0,1695,1,35.236696,-101.8567108,Urban
28151000600,MS,2.256157,1.208545,-2.023578,28151000600,1,Washington County,Mississippi,53.0,19508.0,2986,1,33.4012568,-91.0647694,Urban
45019004300,SC,1.827878,1.204984,-2.017616,45019004300,1,Charleston County,South Carolina,37.9,35625.0,2542,1,32.8501669,-79.9673955,Urban
40023967200,OK,2.008324,1.204905,-2.017484,40023967200,1,Choctaw County,Oklahoma,50.5,31750.0,2393,1,34.0319674,-95.541503,Urban
26121004300,MI,1.786611,1.20442,-2.016671,26121004300,1,Muskegon County,Michigan,39.5,35098.0,2020,1,43.1999297,-86.2390227,Urban
8101000300,CO,0.871083,1.203992,-2.015954,08101000300,1,Pueblo County,Colorado,90.9,,1332,1,38.2864927,-104.629568,Urban
37155962001,NC,1.70345,1.203522,-2.015167,37155962001,1,Robeson County,North Carolina,36.1,33094.0,3709,1,34.7193641,-79.3213385,Urban
5119002600,AR,2.070574,1.20277,-2.013908,05119002600,1,Pulaski County,Arkansas,35.0,23603.0,1342,1,34.7509178,-92.2328333,Urban
8023972700,CO,1.159592,1.200943,-2.010849,08023972700,1,Costilla County,Colorado,29.4,31948.0,1878,0,37.1383747,-105.4626729,Rural
37065020400,NC,1.663012,1.197821,-2.005622,37065020400,1,Edgecombe County,North Carolina,27.3,40434.0,4958,1,35.9564733,-77.752134,Urban
26163514100,MI,1.796135,1.19759,-2.005235,26163514100,1,Wayne County,Michigan,52.8,25949.0,3486,1,42.3798303,-82.9893988,Urban
1097000401,AL,2.198741,1.196108,-2.002754,01097000401,1,Mobile County,Alabama,40.4,22788.0,1233,1,30.6993359,-88.0591706,Urban
26049010304,MI,1.750355,1.196053,-2.002661,26049010304,1,Genesee County,Michigan,40.5,27778.0,3693,1,43.0829949,-83.7134455,Urban
17091011500,IL,1.546226,1.194123,-1.999431,17091011500,1,Kankakee County,Illinois,36.6,36875.0,2423,1,41.1233089,-87.8422601,Urban
37191001800,NC,1.703849,1.190193,-1.992849,37191001800,1,Wayne County,North Carolina,45.9,18144.0,2822,1,35.3937953,-78.0001921,Urban
48439106002,TX,1.725087,1.190033,-1.992582,48439106002,1,Tarrant County,Texas,26.6,40083.0,3463,1,32.6480468,-97.2978643,Urban
4013071504,AZ,1.415958,1.189703,-1.992029,04013071504,1,Maricopa County,Arizona,3.6,57273.0,3394,1,33.6294009,-112.2828515,Urban
40101000200,OK,2.021597,1.18828,-1.989647,40101000200,1,Muskogee County,Oklahoma,51.8,21618.0,1680,1,35.7733371,-95.3894887,Urban
29095007900,MO,1.794185,1.187317,-1.988034,29095007900,1,Jackson County,Missouri,20.4,35777.0,3681,1,39.019115,-94.5463831,Urban
37081011400,NC,1.65841,1.187265,-1.987948,37081011400,1,Guilford County,North Carolina,60.3,19583.0,5291,1,36.0538858,-79.7981753,Urban
1073005702,AL,2.180545,1.187177,-1.987799,01073005702,1,Jefferson County,Alabama,30.4,34063.0,3413,1,33.469869,-86.8742909,Urban
22051027502,LA,2.038106,1.187119,-1.987703,22051027502,1,Jefferson Parish,Louisiana,37.3,32966.0,3505,1,29.9241011,-90.2406937,Urban
24019970500,MD,1.528325,1.187107,-1.987683,24019970500,1,Dorchester County,Maryland,37.1,34792.0,4001,1,38.5718366,-76.0923067,Urban
18089010302,IN,1.821792,1.186729,-1.98705,18089010302,1,Lake County,Indiana,30.0,41205.0,3472,1,41.5892752,-87.4144353,Urban
48439101700,TX,1.72053,1.185785,-1.985469,48439101700,1,Tarrant County,Texas,70.6,15500.0,2620,1,32.7547953,-97.3132291,Urban
4013422610,AZ,1.411103,1.184707,-1.983664,04013422610,1,Maricopa County,Arizona,6.3,56027.0,3039,1,33.4006935,-111.658889,Urban
26049012201,MI,1.738945,1.184576,-1.983445,26049012201,1,Genesee County,Michigan,25.1,37917.0,2528,1,43.1085858,-83.6663797,Urban
34029720205,NJ,1.366779,1.184054,-1.982571,34029720205,1,Ocean County,New Jersey,2.9,76528.0,2925,1,40.025288,-74.2955359,Urban
4027011115,AZ,1.414946,1.1833,-1.981308,04027011115,1,Yuma County,Arizona,7.4,53080.0,2902,1,32.6432181,-114.3610252,Urban
47113000800,TN,1.897827,1.179935,-1.975674,47113000800,1,Madison County,Tennessee,54.5,21250.0,1741,1,35.6102864,-88.8247756,Urban
5035030302,AR,2.015073,1.179689,-1.975262,05035030302,1,Crittenden County,Arkansas,53.7,19569.0,2606,1,35.1358002,-90.1877903,Urban
13121008202,GA,1.681644,1.179352,-1.974698,13121008202,1,Fulton County,Georgia,37.4,32679.0,1893,1,33.7793244,-84.5210258,Urban
4017942400,AZ,1.728552,1.178969,-1.974057,04017942400,1,Navajo County,Arizona,53.4,22143.0,2362,0,36.6208025,-110.4254245,Rural
5103950600,AR,2.040997,1.178965,-1.97405,05103950600,1,Ouachita County,Arkansas,41.3,26739.0,5015,1,33.558859,-92.8743602,Urban
1073001600,AL,2.171733,1.178359,-1.973035,01073001600,1,Jefferson County,Alabama,35.4,46660.0,3390,1,33.5372993,-86.8036592,Urban
17143000500,IL,1.550367,1.178322,-1.972973,17143000500,1,Peoria County,Illinois,46.2,27917.0,1804,1,40.6751704,-89.6141535,Urban
28049001000,MS,2.185501,1.177298,-1.971258,28049001000,1,Hinds County,Mississippi,30.5,34267.0,1509,1,32.3305766,-90.2089613,Urban
48215021000,TX,1.62326,1.175018,-1.96744,48215021000,1,Hidalgo County,Texas,36.5,28516.0,6520,1,26.2093708,-98.2180347,Urban
18163001400,IN,1.838222,1.174771,-1.967027,18163001400,1,Vanderburgh County,Indiana,47.0,24710.0,2279,1,37.9736404,-87.5491736,Urban
4003000301,AZ,1.396846,1.17446,-1.966507,04003000301,1,Cochise County,Arizona,30.7,29906.0,4212,1,31.9582989,-110.3045946,Urban
10003000602,DE,1.693696,1.173984,-1.965709,10003000602,1,New Castle County,Delaware,40.4,23300.0,2649,1,39.7500708,-75.5369211,Urban
48245011700,TX,1.632856,1.172931,-1.963946,48245011700,1,Jefferson County,Texas,25.5,44412.0,1664,1,30.0855995,-94.1031176,Urban
22031950600,LA,2.012899,1.16941,-1.958051,22031950600,1,De Soto Parish,Louisiana,44.2,26944.0,2960,1,32.0086919,-93.6560643,Urban
29510107500,MO,1.934496,1.167053,-1.954104,29510107500,1,St. Louis city,Missouri,30.8,31964.0,2711,1,38.6913421,-90.2444047,Urban
47093006800,TN,1.877149,1.166944,-1.953921,47093006800,1,Knox County,Tennessee,59.8,15714.0,4415,1,35.9693659,-83.9039114,Urban
22033001000,LA,2.010805,1.166891,-1.953833,22033001000,1,East Baton Rouge Parish,Louisiana,38.1,27328.0,3527,1,30.4595541,-91.1472843,Urban
1073005500,AL,2.158641,1.165263,-1.951108,01073005500,1,Jefferson County,Alabama,48.9,23073.0,2167,1,33.574175,-86.7984788,Urban
29095006300,MO,1.771109,1.164073,-1.949115,29095006300,1,Jackson County,Missouri,41.4,32833.0,1676,1,39.0446489,-94.5631993,Urban
29069360100,MO,1.760468,1.163599,-1.948321,29069360100,1,Dunklin County,Missouri,25.2,33464.0,2699,1,36.5715464,-89.9671052,Urban
40143000700,OK,2.011368,1.162231,-1.94603,40143000700,1,Tulsa County,Oklahoma,26.7,42281.0,1695,1,36.1845047,-95.9891605,Urban
13051003301,GA,1.63658,1.161484,-1.94478,13051003301,1,Chatham County,Georgia,15.9,36429.0,1856,1,32.0723374,-81.1249954,Urban
1017954400,AL,2.133286,1.161173,-1.94426,01017954400,1,Chambers County,Alabama,31.3,52857.0,995,1,32.8472614,-85.197211,Urban
51117930400,VA,1.399295,1.160712,-1.943487,51117930400,1,Mecklenburg County,Virginia,25.9,39665.0,5562,1,36.7918528,-78.4451137,Urban
42049001300,PA,1.597697,1.159904,-1.942133,42049001300,1,Erie County,Pennsylvania,52.3,24444.0,1549,1,42.1216671,-80.0699884,Urban
22097961600,LA,2.027856,1.15871,-1.940135,22097961600,1,St. Landry Parish,Louisiana,55.5,24440.0,4192,1,30.5247853,-92.0958631,Urban
36065020102,NY,1.418639,1.157692,-1.93843,36065020102,1,Oneida County,New York,41.6,21719.0,1237,1,43.1061006,-75.2376462,Urban
40143001000,OK,2.006101,1.156629,-1.936651,40143001000,1,Tulsa County,Oklahoma,36.0,40250.0,1421,1,36.1695096,-95.9886796,Urban
6065043814,CA,1.190537,1.153786,-1.931891,06065043814,1,Riverside County,California,5.9,56250.0,905,1,33.9594849,-117.028878,Urban
36065025900,NY,1.409817,1.148649,-1.923288,36065025900,1,Oneida County,New York,54.1,,2152,1,43.1823069,-75.4828586,Urban
1073001500,AL,2.141782,1.148413,-1.922894,01073001500,1,Jefferson County,Alabama,39.7,30021.0,3189,1,33.5298726,-86.8197193,Urban
37127010200,NC,1.635441,1.146618,-1.919888,37127010200,1,Nash County,North Carolina,33.9,34032.0,5155,1,35.9092682,-77.8225507,Urban
13009970600,GA,1.605496,1.146136,-1.919082,13009970600,1,Baldwin County,Georgia,36.6,29265.0,3923,1,33.0603143,-83.2492437,Urban
39049008730,OH,2.00364,1.145488,-1.917996,39049008730,1,Franklin County,Ohio,53.2,27429.0,1761,1,39.9308027,-82.9428093,Urban
39099810300,OH,2.020398,1.142829,-1.913544,39099810300,1,Mahoning County,Ohio,56.1,16875.0,1755,1,41.0711633,-80.5914446,Urban
22015011300,LA,1.979288,1.142243,-1.912563,22015011300,1,Bossier Parish,Louisiana,62.1,15789.0,1823,1,32.5172388,-93.7284413,Urban
28053950200,MS,2.473042,1.141473,-1.911274,28053950200,1,Humphreys County,Mississippi,45.8,31458.0,2574,0,33.0763779,-90.5751064,Rural
5119001100,AR,2.008372,1.140533,-1.909699,05119001100,1,Pulaski County,Arkansas,18.5,54018.0,2364,1,34.7217223,-92.2954658,Urban
45083020500,SC,1.787863,1.140513,-1.909666,45083020500,1,Spartanburg County,South Carolina,46.4,22036.0,1414,1,34.9469448,-81.9517727,Urban
20209043905,KS,1.722064,1.139747,-1.908384,20209043905,1,Wyandotte County,Kansas,36.4,31667.0,1719,1,39.1074612,-94.7145759,Urban
22067950400,LA,1.996566,1.139033,-1.907187,22067950400,1,Morehouse Parish,Louisiana,43.8,22083.0,3559,1,32.7843737,-91.9278194,Urban
48201331100,TX,1.581659,1.138608,-1.906476,48201331100,1,Harris County,Texas,38.3,34496.0,3843,1,29.6749553,-95.3691233,Urban
18035000300,IN,1.749157,1.135086,-1.900579,18035000300,1,Delaware County,Indiana,43.3,24797.0,1606,1,40.1858019,-85.3748151,Urban
48245001700,TX,1.594799,1.134804,-1.900106,48245001700,1,Jefferson County,Texas,29.4,42143.0,1923,1,30.0696488,-94.0868309,Urban
51087200805,VA,1.359565,1.133579,-1.898056,51087200805,1,Henrico County,Virginia,40.3,27192.0,4091,1,37.5920517,-77.4181718,Urban
36029004402,NY,1.380557,1.133333,-1.897643,36029004402,1,Erie County,New York,58.3,16020.0,2682,1,42.9308668,-78.8066707,Urban
28075010700,MS,2.146886,1.128593,-1.889707,28075010700,1,Lauderdale County,Mississippi,49.9,17250.0,1464,1,32.3647685,-88.6896482,Urban
18089041500,IN,1.763361,1.128294,-1.889207,18089041500,1,Lake County,Indiana,57.1,19493.0,1650,1,41.5305309,-87.3543807,Urban
37061090300,NC,1.591343,1.128067,-1.888827,37061090300,1,Duplin County,North Carolina,19.1,39704.0,5783,1,35.0016401,-78.0934525,Urban
28001000300,MS,2.117575,1.127874,-1.888504,28001000300,1,Adams County,Mississippi,43.1,24643.0,2087,1,31.5718286,-91.3857982,Urban
47065001200,TN,1.826756,1.127604,-1.888051,47065001200,1,Hamilton County,Tennessee,33.9,29479.0,3513,1,35.0410488,-85.2599679,Urban
37069060302,NC,1.594068,1.127562,-1.88798,37069060302,1,Franklin County,North Carolina,30.6,25977.0,2563,1,36.0702219,-78.3155603,Urban
22019000600,LA,1.962674,1.12405,-1.8821,22019000600,1,Calcasieu Parish,Louisiana,39.4,34932.0,6626,1,30.219471,-93.1875433,Urban
34029720202,NJ,1.305094,1.12247,-1.879456,34029720202,1,Ocean County,New Jersey,6.3,59571.0,3686,1,40.0164512,-74.2613443,Urban
37071031900,NC,1.589651,1.12235,-1.879254,37071031900,1,Gaston County,North Carolina,44.5,27679.0,2973,1,35.2703469,-81.1905639,Urban
48113004900,TX,1.530738,1.121765,-1.878274,48113004900,1,Dallas County,Texas,42.6,29451.0,3849,1,32.7365696,-96.805117,Urban
6019001000,CA,1.140723,1.121749,-1.878248,06019001000,1,Fresno County,California,48.3,28365.0,4106,1,36.6977507,-119.804314,Urban
28149950200,MS,2.167657,1.12047,-1.876106,28149950200,1,Warren County,Mississippi,47.1,31202.0,4221,1,32.3637737,-90.8514574,Urban
17143000200,IL,1.492505,1.120306,-1.875832,17143000200,1,Peoria County,Illinois,49.2,25250.0,1868,1,40.6723382,-89.6375578,Urban
